º°Á¡,¸®ºä³»¿ë,ÀÛ¼ºÀÚ,ÀÛ¼ºÀÚ ÇÁ·ÎÇÊ ¸µÅ©,½Ã°£,»ç¾÷Àå¸í,°Ë»ö°á°ú °¡°Ô¸í,°Ë»ö°á°ú¿Í »ç¾÷Àå¸í À¯»çµµ
5,ºÐÀ§±â ÁÁ°í ´Ùµé Ä£ÀýÇÏ°í ¼úµµ ¸ÀÀÖ°í!,Minseok Kang,https://www.google.com/maps/contrib/118139700332256771500/reviews,5´Þ Àü,µð¾Æ´õ(D.other),µð¾Æ´õ,0.4
5,"Á¶µµ¿Í Çâ, ¼ÒÇ° ÇÏ³ªÇÏ³ª »ç¶û½º·¯¿î °÷. ÀÚ¸®°¡ ºÒÆíÇØ¼­ ÀÌ»óÇÏ°Ô ¸Å·ÂÀûÀÓ. ¼§±×¸®¾Æ´Â ´çµµ °úÀÏÇâ ¸ðµÎ Ç³ºÎÇß°í ¸ð½ºÄ«Åä ¿ª½Ã ÁÁ¾ÒÀ½! Ä¡Áî ÇÃ·¹ÀÌÆ® ±¸¼ºµµ  Ç³¼º! ¶Ç ¹æ¹®ÇÒ ÀÇ»ç 200%",±èÁö¼ö (gamza),https://www.google.com/maps/contrib/110748332128005624380/reviews,5³â Àü,µð¾Æ´õ(D.other),µð¾Æ´õ,0.4
4,"±æ°¡´Ù ¿ì¿¬È÷ µé¾î°£°÷. ºÐÀ§±â°¡ ÁÁ¾Æº¸¿©¼­ ÀÚ¿¬½º·¹ ²ø·Áµé¾î°¬´Ù. ¾à°£ µ¿±¼°°Àº ¾îµÎ¿î ½º¸ðÅ°ÇÑ ºÐÀ§±âÀÇ ÄÁ¼Á.
ºñ°¡ ¿À´Â ³¯ ¹ÝÁöÇÏ¶ó ±×·±Áö ºñ¸´ÇÑ ³¿»õ¸¦ Àâ±âÀ§ÇØ ÀÎ¼¾½º¸¦ ¿©·¯ °÷¿¡¼­ °­ÇÏ°Ô ÇÉ °ÍÀÌ Á¶±Ý ÀÖÀ¸´Ï Çö±âÁõÀ» ³ª°Ô ¸¸µé¾ú´Ù.

º£½ºÆ® ¸Þ´º¶ó´Â ºñ¿£³ªÄ¿ÇÇ¿Í ¹Ì¼ý°¡·ç¸¦ ½ÃÄ×´Ù
¸ÀÀº ÀÌ·¸´ÙÇÒ Æ¯»öÀº ¾øÀÌ ½î½î
¼ÒÇ°µéÀ» »çÁøÂïÀ¸·Á°í ÀÏºÎ·¯ ¾Õ¿¡ ³ª¿Íº¸´Ï ¸ÕÁö°¡ ³Ê¹« ½×¿©ÀÖ¾î¼­ ¸»ÀÕ¸ø... °¡°Ô ÀÚÃ¼°¡ ¾îµÎ¿ü±â¿¡ ¸ÁÁ¤ÀÌÁö ¹à¾Ò´Ù¸é ±× ¸ÕÁö ´Ùº¸ÀÌ°í ´õ·¯¿ö¼­ ½ÃÅ°Áöµµ ¾Ê°í ±×³É ³ª°¬À» °Í °°Àº ´À³¦Àû ´À³¦

Instagram @jooah_lee",Jooah Lee,https://www.google.com/maps/contrib/110265929496939715536/reviews,3³â Àü,µð¾Æ´õ(D.other),µð¾Æ´õ,0.4
2,"¼§±×¸®¾Æ °¡°Ý´ë »ý°¢ÇÏ¸é ¾ç¾ÆÄ¡¼öÁØÀÇ ¾ç
±×¿¡ ºñÇØ ¿Ã¸®ºê´Â ³Ê¹« ¸¹À½
¾¾ ¿Ã¸®ºêÀÎµ¥ ¹ñ´Â ±×¸©µµ ¼­ºê ¾ÈÇØÁÖ°í ÈÞÁö¿¡ ¹ñÀ¸¶ó¸ç ±×¸© ´Þ¶ó°í ¸ÕÀú ¿äÃ»ÇÏ´Ï ±×Á¦¼­¾ß ÈÞÁö ÁÖ¸é¼­ ÇÑ ¸».
¹ÙÄû¹ú·¹ º¸°í Áú·Á¼­ ³ª¿È
ÀÇÀÚ ÀÖ´ÂÅ×ÀÌºíÀÌ 3°³Á¤µµ¿¡ ¹Ù 3ÀÚ¸® ÀÖ°í
³ª¸ÓÁö´Â º®µ¹À§¿¡ ¾Æºü´Ù¸® ÇÏ°í ¾É¾Æ¾ßÇÔ
Ä¡¸¶ ÀÔ°Å³ª ÂªÀº ¹ÙÁöÀÔÀ¸¸é ´ç¿¬È÷ ¸ø¾ÉÀ½
¼¼»ó ¿©±â ¸î³âÂ° °¥¶§¸¶´Ù Ç®ÀÌ¿©¼­ ¸ø°¬´Âµ¥
ºÐÀ§±â´Â ¹«Ã´ ÁÁ´Ù¸¸ ±»ÀÌ ±×·± ºÒ-ÆíÀ» °¨¼öÇÒ ¸Þ¸®Æ®´Â ¾Æ´Ô",karina,https://www.google.com/maps/contrib/113972906449183779105/reviews,1³â Àü,µð¾Æ´õ(D.other),µð¾Æ´õ,0.4
4,"Ä¬Å×ÀÏÀ» ½ÃÄ×´Âµ¥ ´Ù ¸ÀÀÖ°í ºñÁê¾óµµ ÁÁ¾Ò½À´Ï´Ù,
´Ù¸¸ ¾Æ½¬¿îÁ¡Àº ÀÚ¸®°¡ ³Ê¹« ºÒÆíÇØ¿ä,
4ÀÎ¼® ÀÚÃ¼°¡ º°·Î ¾ø°í Çù¼ÒÇÑ°Ô ¾Æ½¬¿ü¾î¿ä¤Ì¤Ð
ºÐÀ§±â³ª ¼­ºñ½º´Â ¾ÆÁÖ ÁÁ¾Ò½À´Ï´Ù!??",yeran choi,https://www.google.com/maps/contrib/111010636146204805514/reviews,4³â Àü,µð¾Æ´õ(D.other),µð¾Æ´õ,0.4
4,"Å©·¹Æä·Ñ, ¸¶Ä«·Õµî ´Ù¾çÇÑ µðÀúÆ®µéÀÌ ÀÖ´Âµ¥ ¾Æ±âÀÚ±âÇÏ´Ï ¿¹»µ¿ä.
»ý±ä°Íµµ ¿¹»Ûµ¥ ¸Àµµ ÀÖ³×¿ä.
µþ±â Å©·¹Æä·ÑÀº µþ±â°¡ ÅëÀ¸·Î µé¾î°¡ÀÖ°í ºÎµå·¯¿ö¼­ ÁÁ¾Ò¾î¿ä.
´Ù¸¸ Àå¼Ò°¡ Çù¼ÒÇØ¼­ ¸ÅÀå¿¡¼­´Â 6¸íÁ¤µµ¸¸ ÀÖÀ»¼öÀÖ¾î¿ä.
¸ÅÀå¿¡¼­ ¾ê±âÇÏ´Âµ¿¾È µðÀúÆ® ±¸¸Å¸¦ À§ÇØ¼­ ¸¹ÀÌµé ¹æ¹®ÇÏ´Â°Åº¸´Ï ÀÎ±âÀÖ´Â°÷ °°³×¿ä.",Yong,https://www.google.com/maps/contrib/116065002835750785662/reviews,1³â Àü,ÀÏÂÀ¿ÀÇÃ·Î¾îÄ¿ÇÇ(1.5 Floor),1.5floor coffee,0.411764706
5,"¿¬³²µ¿ ÃÖ¾Ö ¸¶Ä«·ÕÁý
³¯¸¶´Ù ³ª¿À´Â Á¾·ù°¡ ´Þ¶ó¼­ °ñ¶ó¸Ô´Â Àç¹Ì°¡ÀÖ´Ù
°³ÀÎÀûÀ¸·Î´Â ·¹µåº§ºªÀÌ¶û ¹Ì±¹Ä¡ÁîÄÉÀÍÀÌ °¡Àå ¸ÀÀÖ´Ù!
³ÃÀå°í¿¡ µÎ°í ÇÏ·çÁö³ª¼­¸ÔÀ¸¸é ´õ ¸À³²..
»ý°¢³ª¸é »ç´Ù°¡ ³ÃÀå°í¿¡ Àï¿©³õ°í ¸Ô´Âµ¥ Á¸¸À
¶×Ä«·Õ ÁÁ¾ÆÇÏ´ÂºÐµéÀº ÁøÂ¥ ²À °¡ºÃÀ¸¸éÁÁ°Ú´Ù",»Ë,https://www.google.com/maps/contrib/104571756557524963143/reviews,4³â Àü,ÀÏÂÀ¿ÀÇÃ·Î¾îÄ¿ÇÇ(1.5 Floor),1.5floor coffee,0.411764706
5,"ÃÖ°íÀÇ ¸¶Ä«·ÕÀÌ´Ù ¸Å³â¸¶´Ù ¸ÀÀÖ¾îÁö´Â ¸¶Ä«·ÕÁýµé¿¡ ÀÇÇØ ¸Å³â¸¶´Ù ÀÎ»ý¸¶Ä«·ÕÁýÀÌ °»½ÅµÇ°í ÀÖ´Âµ¥ ÇöÀç ÀÎ»ý¸¶Ä«·ÕÀÓ Á¶°³·Õ ÁøÂ¥ ¹ÌÃÆÀ½...Çàº¹ÇØÁö´Â¸À
¾ö¸¶ µå·È´õ´Ï ¾ö¸¶°¡ Çàº¹ÇØÁö´Â ¸ÀÀÌ¶ó°í ÇÏ¼Ì´Ù ¾ö¸¶µµ È«´ë ¿Í¼­ ÀÚÁÖ »ç°¡½Å´Ù... 4½Ã ÀÌÈÄ¿¡ ¹æ¹®ÇÏ¸é Á¶°³·ÕÀÌ ¸¹ÀÌ ¾øÀ» È®·üÀÌ Å©´Ù
1½Ã ¿ÀÇÂ½Ã°£ ¸ÂÃç¼­ °¡´Â°Ô ÁÁ°ÚÁö¸¸ ¿©ÀÇÄ¡ ¾Ê´Ù¸é 3½Ã¿¡ °¡´Â°Ô ¾ÈÀüÇÒ°Í°°´Ù.
³Ê¹« ¸ÀÀÖ´Ù ¸¶Æ÷±¸ »ì¸é ÀÏÂÀ¿ÀÇÃ·Î¾î ¸¶Ä«·Õ ¹«Á¶°Ç ¸Ô¾î¾ßµÊ",Çì¶óHera,https://www.google.com/maps/contrib/117241448417158868991/reviews,4³â Àü,ÀÏÂÀ¿ÀÇÃ·Î¾îÄ¿ÇÇ(1.5 Floor),1.5floor coffee,0.411764706
5,Å×ÀÌºíÀÌ Àû¾î¼­ ¾Æ½±±äÇÑµ¥ ³ª¸§ ±× ¼Ò¹ÚÇÑ ´À³¦ÀÌ¶û ¸ÀÀº ÁøÂ¥ ÁÁ´õ¶ó±¸¿ä!! ¸¶Ä«·Õ ¸Ô¾îº»°Å Áß¿¡ Á¦ÀÏ ¸ÀÀÕ¾ù¾î¿ä!!!,ÀüµµÇö,https://www.google.com/maps/contrib/116600155427152516340/reviews,5³â Àü,ÀÏÂÀ¿ÀÇÃ·Î¾îÄ¿ÇÇ(1.5 Floor),1.5floor coffee,0.411764706
5,¹ÐÅ©Æ¼¶û ¸®Ä¡Ä¡Áî ¸¶Ä«·Õ ¸Ô¾ú¾î¿ä. ¸ÀÀÖ¾ú¾î¿ä~,So Young Cho,https://www.google.com/maps/contrib/109664993827553952482/reviews,2³â Àü,ÀÏÂÀ¿ÀÇÃ·Î¾îÄ¿ÇÇ(1.5 Floor),1.5floor coffee,0.411764706
5,»çÀå´ÔÀÌ Ä£ÀýÇÏ°í ÇªµùÀÌ ¸À³ª¿ä!,ÁÖ¿ø¾È,https://www.google.com/maps/contrib/103344548391042190566/reviews,2³â Àü,µð¾î´Ù¿Â(DEAR DAON),µð¾î´Ù¿Â(deardaon),0.413793103
5,Çªµù Á¸¸À ´Ù¸Ô°í ¾Æ½¬¿ö¼­ ¶Ç Æ÷ÀåÇØ°¨,´õµ¹,https://www.google.com/maps/contrib/117988084944354315205/reviews,2³â Àü,µð¾î´Ù¿Â(DEAR DAON),µð¾î´Ù¿Â(deardaon),0.413793103
5,"ÀÌ Ä«Æä´Â Á¤¸» »ç¶û½º·¯¿ü¾î¿ä! ÀÌ°÷Àº ¿ì¸®°¡ ÇÑ±¹¿¡¼­ Ã³À½À¸·Î ¹æ¹®ÇÑ Ä«ÆäÀÎµ¥, ÃÖ°íÀÇ °áÁ¤ÀÌ¾ú½À´Ï´Ù! ¹Ù¸®½ºÅ¸´ÔÀÌ ³Ê¹« Ä£ÀýÇÏ½Ã°í µµ¿òÀÌ ¸¹ÀÌ µÇ¼Ì°í, ¹æ¹®ÇÏ´Â µ¿¾È ¾îµð·Î °¡¾ßÇÒÁö ÃßÃµ±îÁö ÇØÁÖ¼Ì¾î¿ä! Ä¿ÇÇµµ ¸ÀÀÖ¾ú¾î¿ä °¨»çÇÕ´Ï´Ù!!",Ysabelle Santos,https://www.google.com/maps/contrib/113767723551102678322/reviews,11´Þ Àü,µð¾î´Ù¿Â(DEAR DAON),µð¾î´Ù¿Â(deardaon),0.413793103
5,³»°¡ ¼­¿ï¿¡¼­ °¡Àå ÁÁ¾ÆÇÏ´Â Ä«Æä! ³ª´Â ºÐÀ§±â¸¦ ÁÁ¾ÆÇÕ´Ï´Ù. 3 ³»°¡ ¸Ô¾îº» Çªµù Áß ÃÖ°íÀÇ ÇªµùÀÔ´Ï´Ù! Ä¿ÇÇµµ ¸ÀÀÖ°í ´Ù¸¥ À½·áµµ Á¤¸» ¸ÀÀÖ¾î¿ä! ÇÑ ¸ð±Ý ¸¶½Ç ¶§¸¶´Ù ÁÁ¾Ò¾î¿ä ??,ola sakowska,https://www.google.com/maps/contrib/103570622562601825953/reviews,1³â Àü,µð¾î´Ù¿Â(DEAR DAON),µð¾î´Ù¿Â(deardaon),0.413793103
5,"ÈÇ¸¢ÇÑ ¹Ù¸®½ºÅ¸°¡ ÀÖ´Â ¸Å¿ì ±Í¿©¿î °÷! Ä¿ÇÇµµ ¸ÀÀÖ¾ú°í, ¼­ºñ½ºµµ ÁÁ¾Ò½À´Ï´Ù. ±×µéÀº ¿Ü±¹ÀÎÀ» ¸Å¿ì È¯¿µÇß°í, ´ÙÀ½¿¡ Å½ÇèÇÏ°Å³ª ¿Ü½ÄÇÒ °÷À» ÈÇ¸¢ÇÏ°Ô ÃßÃµÇØ ÁÖ¾ú½À´Ï´Ù.",Sara Gabrielle Reyes,https://www.google.com/maps/contrib/117039126674027310097/reviews,11´Þ Àü,µð¾î´Ù¿Â(DEAR DAON),µð¾î´Ù¿Â(deardaon),0.413793103
5,ºÐÀ§±âµµ ÁÁÀ¸¸ç Æ¯È÷ ÀáºÀºÆ¸£¶û ¹ö¼¸ Å©¸² ÆÄ½ºÅ¸°¡ ¸ÀÀÖ¾î¿ä,ÀÌ½Â¹Î,https://www.google.com/maps/contrib/108472596058856918711/reviews,2´Þ Àü,ÄÚÆ¼Áöºí·ç(cottage blue),ÄÚÆ¼Áöºí·ç,0.416666667
5,Ä£ÀýÇÑ »çÀå´ÔºÎºÎ¿Í Á÷¿øºÐµé ¸ÀÀÖ´Â À½½Ä°ú µû¶æÇÑ ºÐÀ§±âÀÇ ÀÎÅ×¸®¾î..??,¸±¸®,https://www.google.com/maps/contrib/103308917788824727792/reviews,1³â Àü,ÄÚÆ¼Áöºí·ç(cottage blue),ÄÚÆ¼Áöºí·ç,0.416666667
5,"ºê·±Ä¡ À½½Äµµ ¸ÀÀÖ°í, ¸Àµµ Àû´çÇÏ°í, ¿Àºüµµ Àß»ý±â°í, ¼­ºñ½ºµµ ÁÁ¾Æ¿ä! ¿µ¾î·Î ÀÇ»ç¼ÒÅë °¡´É!

°°ÀÌ ¿©Çà¿Â Ä£±¸µéÀº Å©¸²½ºÇÁ°¡ ¸ÀÀÖ´Ù°í ÇØ¼­ È­ÀÌÆ®¼Ò½º ÁÁ¾ÆÇÏ½Ã´Â ºÐµéÀÌ¶ó¸é ²À µå¼Åº¸½Ç ¼ö ÀÖÀ» °Í °°¾Æ¿ä!",Elva Chang,https://www.google.com/maps/contrib/104081631815378258731/reviews,8´Þ Àü,ÄÚÆ¼Áöºí·ç(cottage blue),ÄÚÆ¼Áöºí·ç,0.416666667
5,"¼­ºñ½ºµµ ÈÇ¸¢ÇÏ°í, À½½Äµµ ¸ÀÀÖ°í, »çÀå´Ô²²¼­ ¿Ü±¹ÀÎ¿¡°Ôµµ Ä£ÀýÇÏ½Ê´Ï´Ù!",×Ý?×Ô,https://www.google.com/maps/contrib/108881648028314527068/reviews,8´Þ Àü,ÄÚÆ¼Áöºí·ç(cottage blue),ÄÚÆ¼Áöºí·ç,0.416666667
5,±Í¿©¿î ÀÛÀº ¼­¾ç½Ä ºê·±Ä¡ Àå¼ÒÀÌÀÚ Ä¿ÇÇ¼óÀÔ´Ï´Ù. °¡°Ô´Â ¾Ö¿Ï µ¿¹° Ä£È­ÀûÀÔ´Ï´Ù.,Christian Breitkreutz,https://www.google.com/maps/contrib/107805480802818854869/reviews,1´Þ Àü,ÄÚÆ¼Áöºí·ç(cottage blue),ÄÚÆ¼Áöºí·ç,0.416666667
5,"ÅäÅä·Î  »óÇ°µéÀÌ °è»ê´ë ÁÖº¯¿¡ ¸¹Àºµ¥ ±×°÷À» ¸·°í.  Á÷¿øµéÀÌ ´Ù¸¥°÷¿¡¼­ Áø¿­ Á¤¸®¸¦ ÇÏ°í ÀÖ
¾î Á¤ÀÛ º¸°í ½ÍÀº °ÍÀ» ¸Ö¸®¼­ º¸¾Æ¾ß ÇßÀ¸¸ç  ¸ð¸£°í ¾ÈÂÊÀ¸·Î µé¾î°¡¼­ º¸´ø °í°´¿¡°Ô  Å«¼Ò¸®·Î µé¾î°¡Áö ¸»¶ó°í ÇÑ´Ù.  ²À ±×½Ã°£¿¡ Á¤¸®¸¦ ÇØ¼­ Á¤¸®ÇÏ´Â °÷µµ °è»ê´ë¿¡ ¾Æ¹«µµ ¾ø¾î ±×°÷µµ º¼¼ö¾ø°Ô µÇ¾î¼­ ¤·¤¿½¬¿òÀÌ ³²Àº°÷ÀÌ¿´´Ù",juhee i,https://www.google.com/maps/contrib/104132998109295386164/reviews,4´Þ Àü,ÄÚ¸®ÄÚÄ«Æä(Koriko Cafe),ÄÚ¸®ÄÚ Ä«Æä,0.416666667
4,"¿¬³²µ¿ ÇÖÇÃ ¸¶³à¹è´ÞºÎ Å°Å° Ä«Æä¿¡¼­ Áöºê¸® °¨¼ºÀ» Áñ±æ¼ö ÀÖ¾î¿ä.
¿¹»Û ÀÎÅ×¸®¾î¿Í µðÀúÆ® ±×¸®°í È­»çÇÑ ºÐÀ§±â°¡
ÀúÀý·Î ¹Ì¼Ò°¡ Áö¾îÁö°Ô ÇØ¿ä.
¿¬³²µ¿ ³ªµéÀÌ¸¦ °£´Ù¸é ²À µé·¯¼­ ¿¹»Û »çÁø Âï±â ÁÁ¾Æ¿ä.",ÀÌ±ÔÀÓ,https://www.google.com/maps/contrib/104493955332799085568/reviews,9´Þ Àü,ÄÚ¸®ÄÚÄ«Æä(Koriko Cafe),ÄÚ¸®ÄÚ Ä«Æä,0.416666667
5,"À½·á¿Í À½½ÄÀÌ ¸ÀÀÖ¾î. Àå½ÄÀÌ ±Í¿©¿ö. ºÐÀ§±â°¡ Æí¾ÈÇØÁý´Ï´Ù.

The food and drink are delicious and adorable. The atmosphere is relaxing; the decorating is so cute too. 10/10 recommend.",Sky L,https://www.google.com/maps/contrib/113708868892874718013/reviews,6´Þ Àü,ÄÚ¸®ÄÚÄ«Æä(Koriko Cafe),ÄÚ¸®ÄÚ Ä«Æä,0.416666667
5,"-Ä¿ÇÇ¸ÀÀº ±¦Âú¾Ò½À´Ï´Ù. ÁöÁöÀÇ ¾óÀ½Å¥ºê°¡ ±Í¿±½À´Ï´Ù.
-¸ÓÅ© Å¸¸£Æ®µµ ¸¹ÀÌ ´ÞÁö ¾Ê°í ºÎµå·´°í ¸ÀÀÖ¾ú½À´Ï´Ù.Ä¿ÇÇ¿Í ¾î¿ï·Á¿ä.
-Ä³¸¯ÅÍ¼¥¸¸Å­ ¸¹Àº Á¦Ç°µé ÀÖ¾î¼­ Àç¹Ìµµ ÀÖ½À´Ï´Ù.¿¹ºì ÇÑÁ¤ÆÇ ¸Ó±× »ò½À´Ï´Ù 19500¿ø¿´´ø µí.
-ÁÖº¯ ÀÏ´ë°¡ ´Ù Ä«ÆäÀÎµ¥ 1Áý¸¸ °¡°í ¿Í¼­ ¾Æ½¬¿ò.",bono kang,https://www.google.com/maps/contrib/105867119574857251570/reviews,1³â Àü,ÄÚ¸®ÄÚÄ«Æä(Koriko Cafe),ÄÚ¸®ÄÚ Ä«Æä,0.416666667
5,¸Ô±â ¾Æ±î¿ï Á¤µµ·Î ¿¹»Û ÄÉÀÍ ´ÞÄÞ »óÄÞÇÑ ÁÖ½º ¸¶Ä¡ ½£¼Ó¿¡ ÀÖ´Â µíÇÑ Á¤¿ø Á¤¸» Á¶È­ ·Î¿Ô½À´Ï´Ù,Joyce KANG,https://www.google.com/maps/contrib/103957779965437416501/reviews,3ÁÖ Àü,ÄÚ¸®ÄÚÄ«Æä(Koriko Cafe),ÄÚ¸®ÄÚ Ä«Æä,0.416666667
4,"¿¬³²µ¿ °ñ¸ñ 2Ãþ¿¡ À§Ä¡ÇÑ ÀÛÀº Ä«Æä. ÁÂ¼®µµ Á¼°í °£°Ýµµ Á¼ÀºÆíÀÌÁö¸¸ ±×·¡µµ ÁÂ¼®¼ö°¡ ¾öÃ» ÀûÁø¾ÊÀ½! ´Ù¾çÇÑ µðÀúÆ®°¡ ÀÖ¾ú´Ù(ÄÉÀÌÅ©, ½ºÄÜ µîµî) ¿ì¸° ¾ÆÀÌ½ºÅ©¸² Å©·ÎÇÃ¸Ô¾ú´Âµ¥ ¸ÀÀÖ¾î¼­ ¼ø»èÇÔ.. ÁÖ¸»¿£ Á¼Àº°ø°£¿¡ »ç¶÷ÀÌ ºÏÀû´ë´Â°Í °°¾Æ¼­ ÆòÀÏ¿¡ ¹æ¹®ÇÏ°í½Í´Ù~",±è¿¹½½,https://www.google.com/maps/contrib/108365867995741030208/reviews,4³â Àü,ÇÃ·çÇÁÄ¿ÇÇ(Plouf coffee),ÇÃ·çÇÁÄ¿ÇÇ,0.416666667
5,"ºÎ¶ó¿îÄ¡Áî ÄÉÀÌÅ©? Â¯Â¯ ¸À³ª¿ä
°¡°Ôµµ ±Í¿±°í »çÀå´Ô Ä£ÀýÇÏ½É´Ï´Ù",Mj,https://www.google.com/maps/contrib/103850092498221559669/reviews,2³â Àü,ÇÃ·çÇÁÄ¿ÇÇ(Plouf coffee),ÇÃ·çÇÁÄ¿ÇÇ,0.416666667
5,"ºê¶ó¿îÄ¡ÁîÄÉÀÌÅ© ¹ÌÄ§ ¿ÏÀü ¸ÀÀÖ¾î¿ä
µðÄ«ÆäÀÎÄÝµåºê·ç°¡ ÀÖÀ¸´Ï Ä«ÆäÀÎ¸øµå½Ã´ÂºÐµéÀº Âü°íÇÏ¼¼¿ä??",mj s,https://www.google.com/maps/contrib/112497087866086826958/reviews,2³â Àü,ÇÃ·çÇÁÄ¿ÇÇ(Plouf coffee),ÇÃ·çÇÁÄ¿ÇÇ,0.416666667
4,2Ãþ¿¡ ÀÖ¾î¼­ ³ª¸§ Á¶¿ë?,roadpicture,https://www.google.com/maps/contrib/105510364332009820116/reviews,2³â Àü,ÇÃ·çÇÁÄ¿ÇÇ(Plouf coffee),ÇÃ·çÇÁÄ¿ÇÇ,0.416666667
5,ÀÎÅ×¸®¾î ¿¹»Ú°í ÄÉÀÌÅ© ¸ÀÀÖ¾î¿ë,HY Cho,https://www.google.com/maps/contrib/115741421917568688947/reviews,2³â Àü,ÇÃ·çÇÁÄ¿ÇÇ(Plouf coffee),ÇÃ·çÇÁÄ¿ÇÇ,0.416666667
5,"°Ç¹° 2Ãþ¿¡ À§Ä¡ÇØÀÖÁö¸¸ ¹Û¿¡¼­ °£ÆÇÀÌ º¸ÀÌÁö ¾Ê½À´Ï´Ù. ´çÈ²ÇÏÁö ¸»°í 2ÃþÀ¸·Î ¿Ã¶ó°¡¸é Á¶±×¸¶ÇÑ °£ÆÇÀ» º¸½Ç ¼ö ÀÖ½À´Ï´Ù.
¹Û¿¡¼­ °£ÆÇÀ» º¼ ¼ö ¾ø¾î¼­ ¾Æ´Â »ç¶÷µé¸¸ Ã£¾Æ¿À°í ÀÖ´Â ÆíÀÎµí ½ÍÁö¸¸, ÀÌ¹Ì ²Ï³ª À¯¸íÇØÁ®¼­ ÄèÀûÇÏ°Ô Áñ±â½Ã·Á¸é ¿¹¾àÀ» ÇÏ°Å³ª ¿ÀÇÂ ½Ã°£¿¡ ¿À½Ã±æ ÃßÃµµå¸³´Ï´Ù.
´Ù¸¥ ¸Þ´º´Â ¾ÆÁ÷ ¸Àº¸Áø ¸øÇß´Âµ¥ È¸´Â »ó´çÈ÷ ¸¸Á·½º·´½À´Ï´Ù. °¡°Ýµµ ¾öÃ» ºÎ´ã½º·´Áö ¾ÊÀº Á¤µµÀÔ´Ï´Ù.",SJ Park,https://www.google.com/maps/contrib/106948147034436808604/reviews,5³â Àü,µµÄì Äí·ç¹Ì(Tokyo Krumi),µµÄìÄí·ç¹Ì,0.416666667
5,³ª¸¸ ¾Ë°í ½ÍÀº ÀÌÀÚÄ«¾ß ¸ÀÁý. ºÐÀ§±â ÀÖ°í À½½Äµéµµ Á¤¸» ¸ÀÀÖ´Ù. °ñ¸ñ ÁÖÅÃ°¡ »çÀÌ¿¡ ÀÖ¾î¼­ Ã£±â°¡ ½±Áö ¾ÊÀºµ¥ ±×·¡¼­ÀÎÁö ¸Å´Ï¾ÆÃþµéÀÌ ´õ¿í ¸¹Àºµí ÇÏ´Ù. ±â³äÀÏ µ¥ÀÌÆ® ÄÚ½º·Î ¸Å¿ì ÃßÃµÇÑ´Ù. ¹ä ¸Ô°í 2Â÷·Î ¿Í¼­ ¸ðµë»ç½Ã¹Ì³ª 2ÀÎ»ç½Ã¹Ì¸¦ ÁÖ¹®ÇÏ°í Ãß°¡·Î Ä¡Áîµ§»Ñ¶ó¸¦ ½ÃÄÑ ¸ÔÀ¸¸é È¯»óÀÇ ±ÃÇÕÀÌ µÉ°ÍÀÌ´Ù. Ã³À½¿¡ ¿Í¼­ ¸ðµë»ç½Ã¹Ì¿Í Ä¡Áîµ§»Ñ¶ó¸¦ ¸Ô°í °¨µ¿ÇØ¼­ µÎ¹øÂ° ¿ÔÀ» ¶§µµ ¶È°°ÀÌ ½ÃÄÑ ¸Ô¾ú´Ù. Á¤¸» ¸ÀÀÖ¾ú´Ù. ½É¾ß½Ä´ç °°Àº ºÐÀ§±âÀÌ¸é¼­µµ Á¶¿ëÇÏÁö´Â ¾ÊÀº ÆàÇüÅÂÀÇ ÀÌÀÚÄ«¾ß. È²±Ý½Ã°£´ë¿¡´Â ¿¹¾àÀÌ ºÒ°¡´ÉÇÏ´Ù. ÁÂ½ÄÇÏ´Â ÀÚ¸®°¡ ÀÖ´Âµ¥ 3ÀÎ ÀÌ»óºÎÅÍ ÀÌ¿ë°¡´ÉÇÏ´Ù.,Seokho Yi,https://www.google.com/maps/contrib/107826062842163164910/reviews,5³â Àü,µµÄì Äí·ç¹Ì(Tokyo Krumi),µµÄìÄí·ç¹Ì,0.416666667
5,"¾Æ ¿©±ä ÁøÂ¥ Àå³­¾Æ´Ï´Ù. ¾ÈÁÖ¿¡ ³»°øÀÌ ºÎÁ·ÇÔÀÌ ¾ø´Ù. °Ô´Ù°¡ °¡°Ýµµ ¸Å¿ì ÇÕ¸®Àû. ºÐÀ§±â¿Í À½¾Ç±îÁö ¿Ïº®. °£¸¸¿¡ 5Á¡À» ÁÖ´Â °÷ÀÌ´Ù.
³ª´Â ÀÌ¹ø¿¡ ¾ÈÁÖ 4°¡Áö¸¦ ¸Ô¾úÁö¸¸ ´Ù¸¥ ¾ÈÁÖ°¡ ¶Ç ¾î¶³Áö ±â´ë°¡ µÇ´Â °÷ÀÌ´Ù. Àç¹æ¹® ÀÇ»ç 200%
»çÁøÀº ¸Ô´Ù°¡ ÂïÀº °Íµµ ÀÖÁö¸¸..^^;",±è±â¸í (Andrew Kim),https://www.google.com/maps/contrib/103570912304772403576/reviews,5³â Àü,µµÄì Äí·ç¹Ì(Tokyo Krumi),µµÄìÄí·ç¹Ì,0.416666667
